Gene X,Probe X,Gene Y,Probe Y,Correlation,Variance Rank X,Variance Rank Y,Chromosome X,Chromosome Y
RBFOX3,235468_at,GABRA1,206678_at,0.727349881877563,185,664,17,5
RBFOX3,235468_at,RUNDC3A,206196_s_at,0.7223309372975294,185,678,17,17
RBFOX3,235468_at,CACNA1B,235781_at,0.8273178466497746,185,682,17,9
RBFOX3,235468_at,RBFOX1,1553422_s_at,0.7573302724458645,185,702,17,16
RBFOX3,235468_at,ST8SIA3,230262_at,0.701254899531873,185,712,17,18
RBFOX3,235468_at,UBE2QL1,226618_at,0.7310332372516779,185,770,17,5
RBFOX3,235468_at,ARHGEF7,242999_at,0.7785253824677316,185,814,17,13
RBFOX3,235468_at,PCLO,213558_at,0.7143658872972505,185,815,17,7
RBFOX3,235468_at,GABRG2,206849_at,0.701909280114874,185,843,17,5
RBFOX3,235468_at,AAK1,214956_at,0.807123465185658,185,875,17,2
RBFOX3,235468_at,SVOP,229818_at,0.808233728534343,185,881,17,12
RBFOX3,235468_at,SNAP25,202507_s_at,0.7288876062799299,185,930,17,20
RBFOX3,235468_at,RBFOX1,235070_at,0.7591168641137813,185,946,17,16
SPAG6,210032_s_at,C11orf70,224463_s_at,0.7455020605050034,186,189,10,11
SPAG6,210032_s_at,RMST,229782_at,0.7282872280983995,186,190,10,12
SPAG6,210032_s_at,CFAP52,239916_at,0.8441924436466889,186,192,10,17
SPAG6,210032_s_at,AKAP14,237281_at,0.8810125652377738,186,196,10,X
SPAG6,210032_s_at,CAPS,231728_at,0.7798200629308841,186,199,10,19
SPAG6,210032_s_at,GABRG1,1552943_at,0.7632559218405648,186,214,10,4
SPAG6,210032_s_at,VWA3B,1562371_s_at,0.8739695412282257,186,232,10,2
SPAG6,210032_s_at,IGSF1,207695_s_at,0.7071384038003535,186,245,10,X
SPAG6,210032_s_at,ODF3B,238327_at,0.8203233642499485,186,261,10,22
SPAG6,210032_s_at,MAP3K19,1555804_a_at,0.9015665352768474,186,281,10,2
SPAG6,210032_s_at,EFHC2,220591_s_at,0.7913567821419917,186,292,10,X
SPAG6,210032_s_at,C8orf34,231380_at,0.736424483826692,186,300,10,8
SPAG6,210032_s_at,CCDC114,233157_x_at,0.7601337445156894,186,302,10,19
SPAG6,210032_s_at,EFCAB1,220156_at,0.9049798065286968,186,303,10,8
SPAG6,210032_s_at,ZBBX,220269_at,0.7908136323388062,186,304,10,3
SPAG6,210032_s_at,TPPP3,218876_at,0.7387606056877283,186,325,10,16
SPAG6,210032_s_at,NUP62CL,220520_s_at,0.8445595230561256,186,353,10,X
SPAG6,210032_s_at,CFAP43,231084_at,0.8668151583059324,186,367,10,10
SPAG6,210032_s_at,MORN5,229976_at,0.844499506780763,186,370,10,9
SPAG6,210032_s_at,CFAP70,229170_s_at,0.7734856338379932,186,373,10,10
SPAG6,210032_s_at,LOC101928817,1556003_a_at,0.809968615039929,186,412,10,14
SPAG6,210032_s_at,SPATA17,230763_at,0.8143851651054272,186,432,10,1
SPAG6,210032_s_at,PIFO,228100_at,0.7951689154160884,186,450,10,1
SPAG6,210032_s_at,CAPS,226424_at,0.761860956983101,186,504,10,19
SPAG6,210032_s_at,WDR78,229816_at,0.7448141084207581,186,537,10,1
SPAG6,210032_s_at,FAM216B,1556711_at,0.794808176319771,186,539,10,13
SPAG6,210032_s_at,AK7,1553734_at,0.8732796853666812,186,545,10,14
SPAG6,210032_s_at,CASC1,220168_at,0.8455022073096797,186,547,10,12
SPAG6,210032_s_at,LOC101928882,233326_at,0.8494819669184015,186,562,10,3
SPAG6,210032_s_at,DNAH9,240857_at,0.7703056088086236,186,564,10,17
SPAG6,210032_s_at,SPAG17,233516_s_at,0.8572392908558064,186,568,10,1
SPAG6,210032_s_at,NEK5,237168_at,0.8287774675992754,186,570,10,13
SPAG6,210032_s_at,WDR63,243087_at,0.8678557275951032,186,576,10,1
SPAG6,210032_s_at,TMEM232,239776_at,0.801283566002285,186,603,10,5
SPAG6,210032_s_at,C11orf88,1568606_at,0.8924096745457234,186,606,10,11
SPAG6,210032_s_at,C11orf70,241198_s_at,0.7814088714042361,186,607,10,11
SPAG6,210032_s_at,,240026_x_at,0.773718837415049,186,609,10,
SPAG6,210032_s_at,CFAP70,229169_at,0.7972992318393507,186,633,10,10
SPAG6,210032_s_at,TMEM47,209655_s_at,0.7305121962036627,186,647,10,X
SPAG6,210032_s_at,ZMYND10,216663_s_at,0.9125349235237018,186,649,10,3
SPAG6,210032_s_at,C4orf47,236915_at,0.7860793920446332,186,651,10,4
SPAG6,210032_s_at,RNF43,218704_at,0.8233532469385432,186,659,10,17
SPAG6,210032_s_at,C5orf49,239722_at,0.8259403459919549,186,671,10,5
SPAG6,210032_s_at,MAK,220302_at,0.7425968209655787,186,687,10,6
SPAG6,210032_s_at,ROPN1L,223609_at,0.844565699918674,186,751,10,5
SPAG6,210032_s_at,FMO1,205666_at,0.7844303784961669,186,767,10,1
SPAG6,210032_s_at,TTC29,223962_at,0.8260979110527276,186,776,10,4
SPAG6,210032_s_at,C1orf158,231549_at,0.8794339291026324,186,813,10,1
SPAG6,210032_s_at,MKX,241902_at,0.7094771102961754,186,821,10,10
SPAG6,210032_s_at,TEKT1,239216_at,0.8723087326629716,186,822,10,17
SPAG6,210032_s_at,FAM179A,236717_at,0.7318145220912905,186,852,10,2
SPAG6,210032_s_at,,235658_at,0.7739119121316836,186,894,10,
SPAG6,210032_s_at,LRRC46,230601_s_at,0.8458563444207771,186,902,10,17
SPAG6,210032_s_at,C1orf194,231044_at,0.8554042251701272,186,903,10,1
SPAG6,210032_s_at,TEX26,243884_at,0.7417142236874635,186,905,10,13
SPAG6,210032_s_at,CFAP45,220308_at,0.8760444335840036,186,914,10,1
SPAG6,210032_s_at,RSPH4A,233071_at,0.8406539454365856,186,951,10,6
SPAG6,210032_s_at,FOLR1,204437_s_at,0.8097941633818078,186,993,10,11
CD24,216379_x_at,CD24,209771_x_at,0.9982075287746457,187,204,6,6
CD24,216379_x_at,CD24,208651_x_at,0.9772375981523012,187,360,6,6
CD24,216379_x_at,CD24,209772_s_at,0.8713489528651632,187,369,6,6
C11orf70,224463_s_at,CFAP52,239916_at,0.821262620806936,189,192,11,17
C11orf70,224463_s_at,AKAP14,237281_at,0.8243282126105913,189,196,11,X
C11orf70,224463_s_at,CAPS,231728_at,0.7437840562549196,189,199,11,19
C11orf70,224463_s_at,VWA3B,1562371_s_at,0.8285639986569252,189,232,11,2
C11orf70,224463_s_at,ODF3B,238327_at,0.8282988346936553,189,261,11,22
C11orf70,224463_s_at,MAP3K19,1555804_a_at,0.8485418382986364,189,281,11,2
C11orf70,224463_s_at,EFHC2,220591_s_at,0.8346188322339568,189,292,11,X
C11orf70,224463_s_at,EFCAB1,220156_at,0.819682387467478,189,303,11,8
C11orf70,224463_s_at,ZBBX,220269_at,0.7993349681961901,189,304,11,3
C11orf70,224463_s_at,CRLF1,206315_at,0.728407589537606,189,308,11,19
C11orf70,224463_s_at,ECM2,206101_at,0.7258554406026313,189,320,11,9
C11orf70,224463_s_at,TPPP3,218876_at,0.793780074997343,189,325,11,16
C11orf70,224463_s_at,ANXA1,201012_at,0.7214916524954929,189,347,11,9
C11orf70,224463_s_at,NUP62CL,220520_s_at,0.7911320961033319,189,353,11,X
C11orf70,224463_s_at,WDR49,1554298_a_at,0.757828958397044,189,365,11,3
C11orf70,224463_s_at,CFAP43,231084_at,0.8298606354369967,189,367,11,10
C11orf70,224463_s_at,MORN5,229976_at,0.8112347564232757,189,370,11,9
C11orf70,224463_s_at,CFAP70,229170_s_at,0.7760004473011143,189,373,11,10
C11orf70,224463_s_at,LOC101928817,1556003_a_at,0.7108395661704932,189,412,11,14
C11orf70,224463_s_at,SPATA17,230763_at,0.8815810204060779,189,432,11,1
C11orf70,224463_s_at,PIFO,228100_at,0.7884709668974762,189,450,11,1
C11orf70,224463_s_at,EHF,225645_at,0.7625632624991601,189,499,11,11
C11orf70,224463_s_at,CAPS,226424_at,0.7420179154249115,189,504,11,19
C11orf70,224463_s_at,WDR78,229816_at,0.7934452421821192,189,537,11,1
C11orf70,224463_s_at,AK7,1553734_at,0.7942787024374417,189,545,11,14
C11orf70,224463_s_at,CASC1,220168_at,0.8368184644768027,189,547,11,12
C11orf70,224463_s_at,LOC101928882,233326_at,0.8145097624769432,189,562,11,3
C11orf70,224463_s_at,SPAG17,233516_s_at,0.7997283816256805,189,568,11,1
C11orf70,224463_s_at,NEK5,237168_at,0.8079289087277057,189,570,11,13
C11orf70,224463_s_at,YAP1,224894_at,0.7098222122567608,189,574,11,11
C11orf70,224463_s_at,WDR63,243087_at,0.8147634969295675,189,576,11,1
C11orf70,224463_s_at,CELSR1,41660_at,0.7411373823939115,189,578,11,22
C11orf70,224463_s_at,TMEM232,239776_at,0.7580449573318455,189,603,11,5
C11orf70,224463_s_at,C11orf88,1568606_at,0.840492712294271,189,606,11,11
C11orf70,224463_s_at,C11orf70,241198_s_at,0.9762612308345051,189,607,11,11
C11orf70,224463_s_at,,240026_x_at,0.781301475385857,189,609,11,
C11orf70,224463_s_at,CFAP70,229169_at,0.799930822023089,189,633,11,10
C11orf70,224463_s_at,ZMYND10,216663_s_at,0.8361843200793082,189,649,11,3
C11orf70,224463_s_at,C4orf47,236915_at,0.8173108813879948,189,651,11,4
C11orf70,224463_s_at,RNF43,218704_at,0.7421716753603064,189,659,11,17
C11orf70,224463_s_at,C5orf49,239722_at,0.8062151840228998,189,671,11,5
C11orf70,224463_s_at,SPAG1,210117_at,0.7758266889672546,189,672,11,8
C11orf70,224463_s_at,SLC27A6,219932_at,0.7058077409173472,189,724,11,5
C11orf70,224463_s_at,IL20RA,219115_s_at,0.7030592396136425,189,729,11,6
C11orf70,224463_s_at,ROPN1L,223609_at,0.7688804505176422,189,751,11,5
C11orf70,224463_s_at,FMO1,205666_at,0.7014510651476279,189,767,11,1
C11orf70,224463_s_at,TTC29,223962_at,0.8025985766017257,189,776,11,4
C11orf70,224463_s_at,C1orf158,231549_at,0.8024123327420118,189,813,11,1
C11orf70,224463_s_at,TEX9,243198_at,0.8142490468395079,189,820,11,15
C11orf70,224463_s_at,TEKT1,239216_at,0.8436122069422414,189,822,11,17
C11orf70,224463_s_at,DSG2,217901_at,0.7298004433977383,189,824,11,18
C11orf70,224463_s_at,LRRC46,230601_s_at,0.8011982537277059,189,902,11,17
C11orf70,224463_s_at,C1orf194,231044_at,0.7665393923220573,189,903,11,1
C11orf70,224463_s_at,TEX26,243884_at,0.7462336380507887,189,905,11,13
C11orf70,224463_s_at,CFAP45,220308_at,0.8427946893609323,189,914,11,1
C11orf70,224463_s_at,RSPH4A,233071_at,0.8307254692275248,189,951,11,6
C11orf70,224463_s_at,FOLR1,204437_s_at,0.7284025055040261,189,993,11,11
RMST,229782_at,CFAP52,239916_at,0.7144666117655711,190,192,12,17
RMST,229782_at,AKAP14,237281_at,0.72351437807045,190,196,12,X
RMST,229782_at,VWA3B,1562371_s_at,0.7172193878907466,190,232,12,2
RMST,229782_at,MAP3K19,1555804_a_at,0.7436831104614569,190,281,12,2
RMST,229782_at,EFCAB1,220156_at,0.7195796464582048,190,303,12,8
RMST,229782_at,ZBBX,220269_at,0.7047460448048509,190,304,12,3
RMST,229782_at,NUP62CL,220520_s_at,0.7490433672338385,190,353,12,X
RMST,229782_at,CFAP43,231084_at,0.7624192202810447,190,367,12,10
RMST,229782_at,CFAP70,229170_s_at,0.7172861963333554,190,373,12,10
RMST,229782_at,SPATA17,230763_at,0.7180811872654776,190,432,12,1
RMST,229782_at,CASC1,220168_at,0.7697650812146616,190,547,12,12
RMST,229782_at,SPAG17,233516_s_at,0.7140824047300536,190,568,12,1
RMST,229782_at,NEK5,237168_at,0.7276717634907465,190,570,12,13
RMST,229782_at,WDR63,243087_at,0.7379213043183015,190,576,12,1
RMST,229782_at,C11orf88,1568606_at,0.7080463363048286,190,606,12,11
RMST,229782_at,CFAP70,229169_at,0.7271165028199281,190,633,12,10
RMST,229782_at,ZMYND10,216663_s_at,0.7534534735494092,190,649,12,3
RMST,229782_at,C4orf47,236915_at,0.7112269798446115,190,651,12,4
RMST,229782_at,,222325_at,0.9226432948398067,190,716,12,
RMST,229782_at,C1orf158,231549_at,0.7122126189230734,190,813,12,1
RMST,229782_at,TEKT1,239216_at,0.7041728587927777,190,822,12,17
RMST,229782_at,,235658_at,0.7044713109231958,190,894,12,
RMST,229782_at,RSPH4A,233071_at,0.7169102543627107,190,951,12,6
GRIA3,230144_at,SCN1A,210383_at,0.8105508753393861,191,219,X,2
GRIA3,230144_at,CADM2,240433_x_at,0.728457450528301,191,227,X,3
GRIA3,230144_at,KCND2,207103_at,0.7274615873202406,191,240,X,7
GRIA3,230144_at,SOX2-OT,231898_x_at,0.7197238906995909,191,248,X,3
GRIA3,230144_at,CADM2,1552754_a_at,0.7028218227986647,191,255,X,3
GRIA3,230144_at,KLRC3,207723_s_at,0.7427649923191906,191,257,X,12
GRIA3,230144_at,ERBB3,202454_s_at,0.7126294634714013,191,343,X,12
GRIA3,230144_at,SCRG1,205475_at,0.7956468560924799,191,352,X,4
GRIA3,230144_at,SHC3,229824_at,0.7814472931304782,191,362,X,9
GRIA3,230144_at,C8orf46,229430_at,0.8645347330731854,191,410,X,8
GRIA3,230144_at,PCDH10,1556329_a_at,0.7554799179250187,191,465,X,4
GRIA3,230144_at,RAPGEF4,205651_x_at,0.7541718799523435,191,467,X,2
GRIA3,230144_at,SLC1A1,213664_at,0.7959123607070023,191,512,X,9
GRIA3,230144_at,HS6ST2,1552767_a_at,0.7070706535955243,191,654,X,X
GRIA3,230144_at,GRIK3,230593_at,0.7116626998508916,191,677,X,1
GRIA3,230144_at,SLC2A13,227176_at,0.7207707655486114,191,681,X,12
GRIA3,230144_at,PCDH9,238919_at,0.7175439732097518,191,698,X,13
GRIA3,230144_at,SCRG1,243984_at,0.8118920166673641,191,753,X,4
GRIA3,230144_at,MT1M,217546_at,0.7210690504772591,191,756,X,16
GRIA3,230144_at,LRP1B,219643_at,0.7745526783920912,191,758,X,2
GRIA3,230144_at,PLLP,204519_s_at,0.7618985706020747,191,786,X,16
GRIA3,230144_at,NT5E,203939_at,0.7412213412747222,191,789,X,6
GRIA3,230144_at,C8orf46,228695_at,0.7593119939769823,191,802,X,8
GRIA3,230144_at,SORCS1,228194_s_at,0.7003930168267283,191,805,X,10
GRIA3,230144_at,ALCAM,201952_at,0.7420424405981777,191,812,X,3
GRIA3,230144_at,P2RX7,230741_at,0.7827680174082807,191,829,X,12
GRIA3,230144_at,HOPX,211597_s_at,0.7122886979378846,191,874,X,4
GRIA3,230144_at,KIAA0226L,44790_s_at,0.772151312736146,191,912,X,13
GRIA3,230144_at,GUCY1A2,236335_at,0.7044176094879143,191,923,X,11
GRIA3,230144_at,RAB31,217763_s_at,0.7074471805105934,191,931,X,18
GRIA3,230144_at,SLITRK3,206732_at,0.7216347518243894,191,934,X,3
GRIA3,230144_at,SEMA5A,229427_at,0.7467411875981196,191,968,X,5
CFAP52,239916_at,AKAP14,237281_at,0.9356547483788797,192,196,17,X
CFAP52,239916_at,CAPS,231728_at,0.8510368177939813,192,199,17,19
CFAP52,239916_at,GABRG1,1552943_at,0.733006203150295,192,214,17,4
CFAP52,239916_at,GMPR,204187_at,0.7640996981276623,192,216,17,6
CFAP52,239916_at,VWA3B,1562371_s_at,0.9199377213547872,192,232,17,2
CFAP52,239916_at,IGFBP7-AS1,1557395_at,0.8137263980042002,192,251,17,4
CFAP52,239916_at,ODF3B,238327_at,0.8925726825375327,192,261,17,22
CFAP52,239916_at,MAP3K19,1555804_a_at,0.9383325023020831,192,281,17,2
CFAP52,239916_at,EFHC2,220591_s_at,0.9306425110510311,192,292,17,X
CFAP52,239916_at,C8orf34,231380_at,0.884332317004553,192,300,17,8
CFAP52,239916_at,CCDC114,233157_x_at,0.8231879897020934,192,302,17,19
CFAP52,239916_at,EFCAB1,220156_at,0.908756240338191,192,303,17,8
CFAP52,239916_at,ZBBX,220269_at,0.9449585842670885,192,304,17,3
CFAP52,239916_at,CRLF1,206315_at,0.762071615448522,192,308,17,19
CFAP52,239916_at,ECM2,206101_at,0.705736221498859,192,320,17,9
CFAP52,239916_at,TPPP3,218876_at,0.8534997745761617,192,325,17,16
CFAP52,239916_at,NUP62CL,220520_s_at,0.8152895428892557,192,353,17,X
CFAP52,239916_at,WDR49,1554298_a_at,0.8118657321151914,192,365,17,3
CFAP52,239916_at,CFAP43,231084_at,0.9459475447145514,192,367,17,10
CFAP52,239916_at,MORN5,229976_at,0.9494381844348737,192,370,17,9
CFAP52,239916_at,CFAP70,229170_s_at,0.9279099337273057,192,373,17,10
CFAP52,239916_at,CXCL5,215101_s_at,0.733719882800138,192,394,17,4
CFAP52,239916_at,EPPK1,232164_s_at,0.7482492874450443,192,411,17,8
CFAP52,239916_at,LOC101928817,1556003_a_at,0.8137683248007074,192,412,17,14
CFAP52,239916_at,SPATA17,230763_at,0.9043936849288567,192,432,17,1
CFAP52,239916_at,PIFO,228100_at,0.8940029620644406,192,450,17,1
CFAP52,239916_at,HSPB8,221667_s_at,0.769479525726583,192,457,17,12
CFAP52,239916_at,EHF,225645_at,0.7914051099706566,192,499,17,11
CFAP52,239916_at,CAPS,226424_at,0.842481971901965,192,504,17,19
CFAP52,239916_at,IQCA1,238584_at,0.7843770991486863,192,535,17,2
CFAP52,239916_at,WDR78,229816_at,0.9044421036988352,192,537,17,1
CFAP52,239916_at,FAM216B,1556711_at,0.7881335976783973,192,539,17,13
CFAP52,239916_at,AK7,1553734_at,0.8973416739342887,192,545,17,14
CFAP52,239916_at,CASC1,220168_at,0.9606357570929123,192,547,17,12
CFAP52,239916_at,LOC101928882,233326_at,0.9491767298864144,192,562,17,3
CFAP52,239916_at,DNAH9,240857_at,0.9174632905987659,192,564,17,17
CFAP52,239916_at,SPAG17,233516_s_at,0.9003307770916729,192,568,17,1
CFAP52,239916_at,NEK5,237168_at,0.9383582535423959,192,570,17,13
CFAP52,239916_at,WDR63,243087_at,0.9230344525355675,192,576,17,1
CFAP52,239916_at,CELSR1,41660_at,0.7790320966919563,192,578,17,22
CFAP52,239916_at,AQP4-AS1,1553440_at,0.7777290944722933,192,595,17,18
CFAP52,239916_at,TMEM232,239776_at,0.889830603795035,192,603,17,5
CFAP52,239916_at,C11orf88,1568606_at,0.9418895856742995,192,606,17,11
CFAP52,239916_at,C11orf70,241198_s_at,0.8325547223715626,192,607,17,11
CFAP52,239916_at,,240026_x_at,0.8575083554811129,192,609,17,
CFAP52,239916_at,GALNT3,203397_s_at,0.761801327690805,192,632,17,2
CFAP52,239916_at,CFAP70,229169_at,0.9379206435311084,192,633,17,10
CFAP52,239916_at,TMEM47,209655_s_at,0.7911660057137245,192,647,17,X
CFAP52,239916_at,ZMYND10,216663_s_at,0.9249020347255253,192,649,17,3
CFAP52,239916_at,C4orf47,236915_at,0.8961189040102902,192,651,17,4
CFAP52,239916_at,RNF43,218704_at,0.8330180351551342,192,659,17,17
CFAP52,239916_at,C5orf49,239722_at,0.9395162205464884,192,671,17,5
CFAP52,239916_at,SPAG1,210117_at,0.8711237086055679,192,672,17,8
CFAP52,239916_at,EXOSC7,205200_at,0.7786773396623563,192,699,17,3
CFAP52,239916_at,EPPK1,232165_at,0.7250724912855495,192,723,17,8
CFAP52,239916_at,SLC27A6,219932_at,0.716253652188354,192,724,17,5
CFAP52,239916_at,IL20RA,219115_s_at,0.7597538212163963,192,729,17,6
CFAP52,239916_at,LRRC34,236918_s_at,0.7956342674787708,192,734,17,3
CFAP52,239916_at,ROPN1L,223609_at,0.9006226060050458,192,751,17,5
CFAP52,239916_at,FMO1,205666_at,0.7080848538241222,192,767,17,1
CFAP52,239916_at,TTC29,223962_at,0.9226567821842597,192,776,17,4
CFAP52,239916_at,C1orf158,231549_at,0.915321366002544,192,813,17,1
CFAP52,239916_at,TEX9,243198_at,0.8034360106172317,192,820,17,15
CFAP52,239916_at,MKX,241902_at,0.7025143658337544,192,821,17,10
CFAP52,239916_at,TEKT1,239216_at,0.9476912885141037,192,822,17,17
CFAP52,239916_at,LINC01354,239822_at,0.7974229410462818,192,835,17,1
CFAP52,239916_at,FAM179A,236717_at,0.8261907519212328,192,852,17,2
CFAP52,239916_at,,235658_at,0.8595262606646004,192,894,17,
CFAP52,239916_at,LRRC46,230601_s_at,0.9118155647853897,192,902,17,17
CFAP52,239916_at,C1orf194,231044_at,0.8912943320344785,192,903,17,1
CFAP52,239916_at,TEX26,243884_at,0.8424711060643589,192,905,17,13
CFAP52,239916_at,CFAP45,220308_at,0.9440932204125826,192,914,17,1
CFAP52,239916_at,RSPH4A,233071_at,0.9143180408432079,192,951,17,6
CFAP52,239916_at,FOLR1,204437_s_at,0.7772063219592655,192,993,17,11
BBOX1,205363_at,FGFR3,204379_s_at,0.7029909534339123,193,211,11,4
BBOX1,205363_at,GFAP,229259_at,0.7506142116697719,193,234,11,17
BBOX1,205363_at,IGFBP7-AS1,1557395_at,0.706518953530962,193,251,11,4
BBOX1,205363_at,GLIS3,229435_at,0.7740999097943816,193,288,11,9
BBOX1,205363_at,AQP4,226228_at,0.821320863177638,193,290,11,18
BBOX1,205363_at,NTRK2,221796_at,0.7636232954719605,193,301,11,9
BBOX1,205363_at,WDR49,1554298_a_at,0.7428026764711744,193,365,11,3
BBOX1,205363_at,ID4,209292_at,0.7238536484560508,193,382,11,6
BBOX1,205363_at,PIFO,228100_at,0.7431978652377834,193,450,11,1
BBOX1,205363_at,HSPB8,221667_s_at,0.8357459716382486,193,457,11,12
BBOX1,205363_at,NEBL,203962_s_at,0.7199142701655582,193,520,11,10
BBOX1,205363_at,BMPR1B,229975_at,0.7621676100688854,193,523,11,4
BBOX1,205363_at,NEBL,203961_at,0.741393389276382,193,554,11,10
BBOX1,205363_at,LOC284570,1558189_a_at,0.7220129976607895,193,561,11,1
BBOX1,205363_at,CLU,222043_at,0.8404547397129813,193,573,11,8
BBOX1,205363_at,MGST1,1565162_s_at,0.7190406114964192,193,589,11,12
BBOX1,205363_at,AQP4-AS1,1553440_at,0.756824666473912,193,595,11,18
BBOX1,205363_at,DTNA,210611_s_at,0.7100229039244721,193,613,11,18
BBOX1,205363_at,MLC1,213395_at,0.82760675177978,193,655,11,22
BBOX1,205363_at,SPAG1,210117_at,0.7483897949616684,193,672,11,8
BBOX1,205363_at,GLIS3,230258_at,0.7300149309551757,193,693,11,9
BBOX1,205363_at,SCARA3,223843_at,0.78741770170162,193,797,11,8
BBOX1,205363_at,HEPN1,238003_at,0.7899389237213102,193,808,11,11
BBOX1,205363_at,NACC2,212993_at,0.7046774151916532,193,816,11,9
BBOX1,205363_at,,1557286_at,0.7527532588213445,193,897,11,
BBOX1,205363_at,TEX26,243884_at,0.7176206846291588,193,905,11,13
BBOX1,205363_at,ALDH1L1,205208_at,0.7914870117040511,193,919,11,3
BBOX1,205363_at,GFAP,203540_at,0.7696727900054391,193,921,11,17
BBOX1,205363_at,BHLHE41,221530_s_at,0.7102456626691035,193,952,11,12
BBOX1,205363_at,ARHGEF26-AS1,236575_at,0.7116070129666214,193,992,11,3
MKX,239468_at,CAPS,231728_at,0.7357336485129684,194,199,10,19
MKX,239468_at,SYNPO2,227662_at,0.7126054746286413,194,215,10,4
MKX,239468_at,IGSF1,207695_s_at,0.7227564209656429,194,245,10,X
MKX,239468_at,C8orf34,231380_at,0.7020925777441057,194,300,10,8
MKX,239468_at,RSPO2,1554012_at,0.711319948672306,194,334,10,8
MKX,239468_at,MORN5,229976_at,0.7131947346531369,194,370,10,9
MKX,239468_at,MLIP,235377_at,0.7599221160657096,194,403,10,6
MKX,239468_at,CAPS,226424_at,0.7456326742954581,194,504,10,19
MKX,239468_at,IQCA1,238584_at,0.7054637181310606,194,535,10,2
MKX,239468_at,AQP4-AS1,1553440_at,0.723213930920974,194,595,10,18
MKX,239468_at,TMEM232,239776_at,0.7105371086809726,194,603,10,5
MKX,239468_at,C5orf49,239722_at,0.7028820586921388,194,671,10,5
MKX,239468_at,CPNE6,210408_s_at,0.713608228154769,194,708,10,14
MKX,239468_at,NEBL,241782_at,0.7036426968376824,194,774,10,10
MKX,239468_at,MKX,241902_at,0.9579981964771149,194,821,10,10
MKX,239468_at,FAM179A,236717_at,0.7049768956184139,194,852,10,2
MKX,239468_at,,235658_at,0.7013031125303307,194,894,10,
LOC101928916,202237_at,CHI3L2,213060_s_at,0.7239111915576123,195,212,11,1
LOC101928916,202237_at,LOC100129518,215078_at,0.7140860003395333,195,294,11,6
LOC101928916,202237_at,LOC101928916,202238_s_at,0.9751125141907907,195,372,11,11
LOC101928916,202237_at,CXCL8,202859_x_at,0.7197626944222257,195,385,11,4
LOC101928916,202237_at,CD44,209835_x_at,0.760086075241409,195,785,11,11
LOC101928916,202237_at,CD44,204490_s_at,0.7650170869789598,195,791,11,11
LOC101928916,202237_at,CD44,204489_s_at,0.723240733038957,195,888,11,11
LOC101928916,202237_at,CD44,212014_x_at,0.7720601548671924,195,933,11,11
AKAP14,237281_at,CAPS,231728_at,0.8321521257368304,196,199,X,19
AKAP14,237281_at,GABRG1,1552943_at,0.7524540185520902,196,214,X,4
AKAP14,237281_at,GMPR,204187_at,0.7286376120212956,196,216,X,6
AKAP14,237281_at,VWA3B,1562371_s_at,0.9457476283746459,196,232,X,2
AKAP14,237281_at,IGSF1,207695_s_at,0.7080560958136075,196,245,X,X
AKAP14,237281_at,CD36,209555_s_at,0.7136769220427561,196,246,X,7
AKAP14,237281_at,IGFBP7-AS1,1557395_at,0.7784768166448953,196,251,X,4
AKAP14,237281_at,ODF3B,238327_at,0.8905031812140247,196,261,X,22
AKAP14,237281_at,MAP3K19,1555804_a_at,0.9567538069327838,196,281,X,2
AKAP14,237281_at,EFHC2,220591_s_at,0.8739770244912609,196,292,X,X
AKAP14,237281_at,C8orf34,231380_at,0.850296648538056,196,300,X,8
AKAP14,237281_at,CCDC114,233157_x_at,0.8061464368346184,196,302,X,19
AKAP14,237281_at,EFCAB1,220156_at,0.9310192919332829,196,303,X,8
AKAP14,237281_at,ZBBX,220269_at,0.9003407746899574,196,304,X,3
AKAP14,237281_at,CRLF1,206315_at,0.7026829375088993,196,308,X,19
AKAP14,237281_at,TPPP3,218876_at,0.7978173397856653,196,325,X,16
AKAP14,237281_at,CD36,206488_s_at,0.7066526441720591,196,340,X,7
AKAP14,237281_at,NUP62CL,220520_s_at,0.8543135290210786,196,353,X,X
AKAP14,237281_at,WDR49,1554298_a_at,0.7927608692126541,196,365,X,3
AKAP14,237281_at,CFAP43,231084_at,0.9410785092905085,196,367,X,10
AKAP14,237281_at,MORN5,229976_at,0.9377437045946236,196,370,X,9
AKAP14,237281_at,CFAP70,229170_s_at,0.8767921660268216,196,373,X,10
AKAP14,237281_at,CXCL5,215101_s_at,0.7571428583677472,196,394,X,4
AKAP14,237281_at,EPPK1,232164_s_at,0.7704798801679195,196,411,X,8
AKAP14,237281_at,LOC101928817,1556003_a_at,0.870223403796066,196,412,X,14
AKAP14,237281_at,SPATA17,230763_at,0.898275772829736,196,432,X,1
AKAP14,237281_at,PIFO,228100_at,0.8725164021686664,196,450,X,1
AKAP14,237281_at,HSPB8,221667_s_at,0.7002046277321694,196,457,X,12
AKAP14,237281_at,SPATA18,229331_at,0.7270065359727578,196,459,X,4
AKAP14,237281_at,EHF,225645_at,0.7742977044371834,196,499,X,11
AKAP14,237281_at,CAPS,226424_at,0.8243259666040009,196,504,X,19
AKAP14,237281_at,IQCA1,238584_at,0.7273742044790152,196,535,X,2
AKAP14,237281_at,WDR78,229816_at,0.8589048679553664,196,537,X,1
AKAP14,237281_at,FAM216B,1556711_at,0.8382587431148742,196,539,X,13
